index,City,Date,Card Type,Exp Type,Gender,Amount,Reward Points Earned,Age Group,Annual Income,Credit Limit,Credit Utilization (%),Transaction Category (Online vs. POS)
19644,"Ramagundam, India",08-Sep-14,Signature,Fuel,F,12717,127,18-25,2000000,500000,2.54,POS
19645,"Naihati, India",09-Jun-14,Silver,Fuel,M,289423,2894,26-35,800000,200000,100,Online
19646,"Mhow Cantonment, India",30-May-14,Gold,Fuel,F,226960,2269,18-25,500000,100000,100,Online
19647,"Seoni-Malwa, India",16-Dec-14,Signature,Fuel,M,141318,1413,46-60,1200000,300000,47.11,POS
19648,"Visakhapatnam, India",21-Aug-14,Platinum,Fuel,M,276571,2765,36-45,2000000,500000,55.31,Online
19649,"Wadi, India",17-Dec-14,Platinum,Bills,F,267305,2673,36-45,2000000,500000,53.46,Online
19650,"Sirsa, India",13-Jul-14,Silver,Grocery,F,242151,2421,26-35,2000000,500000,48.43,Online
19651,"Ottappalam, India",07-Mar-14,Signature,Grocery,F,101464,1014,60+,800000,200000,50.73,POS
19652,"Thrissur, India",23-Aug-14,Silver,Entertainment,F,259476,2594,26-35,800000,200000,100,Online
19653,"Vaniyambadi, India",11-Dec-14,Signature,Grocery,M,175194,1751,18-25,1200000,300000,58.4,Online
19654,"Udaipurwati, India",10-May-15,Signature,Bills,M,73085,730,26-35,800000,200000,36.54,POS
19655,"Pithapuram, India",14-Feb-15,Silver,Food,M,264604,2646,26-35,800000,200000,100,Online
19656,"Wokha, India",17-Dec-13,Gold,Food,M,172193,1721,26-35,2000000,500000,34.44,Online
19657,"Tuljapur, India",31-Dec-13,Silver,Bills,M,216861,2168,46-60,500000,100000,100,Online
19658,"Tuljapur, India",28-Apr-15,Silver,Entertainment,F,124386,1243,60+,1200000,300000,41.46,POS
19659,"Nandurbar, India",18-Dec-13,Signature,Bills,F,295111,2951,26-35,500000,100000,100,Online
19660,"Kakinada, India",17-Oct-13,Silver,Bills,F,155208,1552,26-35,800000,200000,77.6,Online
19661,"Moradabad, India",30-Jan-14,Platinum,Food,M,257626,2576,36-45,800000,200000,100,Online
19662,"Gobichettipalayam, India",13-Apr-15,Silver,Entertainment,F,4113,41,26-35,2000000,500000,0.82,POS
19663,"Shahabad Rampur, India",17-Apr-15,Platinum,Bills,M,119349,1193,46-60,800000,200000,59.67,POS
19664,"Afzalpur, India",05-Mar-15,Signature,Fuel,F,160661,1606,26-35,2000000,500000,32.13,Online
19665,"Mahasamund, India",20-Apr-15,Platinum,Entertainment,M,260431,2604,46-60,1200000,300000,86.81,Online
19666,"Mira-Bhayandar, India",15-Oct-13,Platinum,Bills,M,125738,1257,36-45,300000,50000,100,POS
19667,"Supaul, India",02-Apr-15,Gold,Bills,F,258622,2586,26-35,300000,50000,100,Online
19668,"Belagavi, India",12-Dec-13,Signature,Fuel,F,76193,761,60+,1200000,300000,25.4,POS
19669,"Mandla, India",23-May-15,Silver,Bills,M,144355,1443,26-35,300000,50000,100,POS
19670,"Maner, India",28-Apr-14,Platinum,Grocery,M,91315,913,26-35,2000000,500000,18.26,POS
19671,"Athni, India",06-Dec-14,Signature,Fuel,M,22985,229,36-45,2000000,500000,4.6,POS
19672,"Palwal, India",28-Dec-14,Signature,Entertainment,M,10479,104,26-35,500000,100000,10.48,POS
19673,"Neyyattinkara, India",30-Oct-13,Platinum,Entertainment,F,33291,332,46-60,1200000,300000,11.1,POS
19674,"Batala, India",08-Jun-14,Signature,Fuel,F,75547,755,26-35,1200000,300000,25.18,POS
19675,"Padrauna, India",19-Feb-15,Silver,Grocery,F,41457,414,26-35,300000,50000,82.91,POS
19676,"Alappuzha, India",27-Apr-15,Signature,Food,F,295341,2953,26-35,1200000,300000,98.45,Online
19677,"Bhadrak, India",17-Dec-14,Signature,Bills,M,256485,2564,36-45,500000,100000,100,Online
19678,"Radhanpur, India",22-Nov-13,Platinum,Grocery,F,101680,1016,36-45,2000000,500000,20.34,POS
19679,"Yanam, India",05-Nov-14,Signature,Entertainment,M,267986,2679,60+,500000,100000,100,Online
19680,"Thane, India",16-Oct-14,Platinum,Bills,F,7214,72,36-45,300000,50000,14.43,POS
19681,"Rajula, India",15-Oct-13,Signature,Entertainment,F,238561,2385,46-60,1200000,300000,79.52,Online
19682,"Gudur, India",20-Sep-14,Gold,Bills,M,175474,1754,26-35,1200000,300000,58.49,Online
19683,"Ranibennur, India",24-Dec-14,Platinum,Food,F,94706,947,18-25,500000,100000,94.71,POS
19684,"Usilampatti, India",12-Oct-13,Silver,Fuel,F,283879,2838,36-45,1200000,300000,94.63,Online
19685,"Mandi Dabwali, India",25-May-14,Platinum,Grocery,F,53148,531,18-25,1200000,300000,17.72,POS
19686,"Palanpur, India",01-Apr-15,Platinum,Fuel,F,40658,406,18-25,1200000,300000,13.55,POS
19687,"Sumerpur, India",09-Mar-14,Signature,Entertainment,M,115342,1153,18-25,800000,200000,57.67,POS
19688,"Shoranur, India",29-Jan-15,Platinum,Entertainment,F,131171,1311,46-60,500000,100000,100,POS
19689,"Narsinghgarh, India",14-Oct-14,Signature,Bills,F,93132,931,46-60,500000,100000,93.13,POS
19690,"Bhongir, India",09-Feb-15,Platinum,Bills,F,106909,1069,46-60,800000,200000,53.45,POS
19691,"Karimganj, India",01-Mar-15,Silver,Bills,F,148204,1482,26-35,2000000,500000,29.64,POS
19692,"Nahan, India",08-Nov-13,Gold,Entertainment,F,297630,2976,26-35,500000,100000,100,Online
19693,"Raipur, India",28-Apr-15,Silver,Fuel,M,103575,1035,18-25,1200000,300000,34.52,POS
19694,"Mavoor, India",21-Oct-13,Platinum,Grocery,M,124111,1241,36-45,800000,200000,62.06,POS
19695,"Kothagudem, India",18-Nov-13,Signature,Fuel,F,188980,1889,60+,800000,200000,94.49,Online
19696,"Pandharpur, India",09-Mar-15,Gold,Grocery,M,188674,1886,18-25,300000,50000,100,Online
19697,"Jagtial, India",24-Feb-15,Signature,Grocery,F,288762,2887,46-60,2000000,500000,57.75,Online
19698,"Kadapa, India",05-Oct-13,Platinum,Entertainment,M,281053,2810,60+,500000,100000,100,Online
19699,"Dalli-Rajhara, India",18-Sep-14,Silver,Grocery,F,272894,2728,46-60,300000,50000,100,Online
19700,"Sehore, India",16-Mar-14,Platinum,Entertainment,M,9511,95,36-45,300000,50000,19.02,POS
19701,"Palacole, India",11-May-14,Signature,Entertainment,M,28466,284,18-25,500000,100000,28.47,POS
19702,"Sanduru, India",23-Jan-14,Signature,Bills,M,84421,844,46-60,500000,100000,84.42,POS
19703,"Vatakara, India",06-Nov-13,Silver,Bills,M,67549,675,36-45,2000000,500000,13.51,POS
19704,"Mandla, India",23-Nov-14,Signature,Fuel,F,166116,1661,18-25,300000,50000,100,Online
19705,"Agartala, India",08-Nov-13,Silver,Food,M,31837,318,26-35,300000,50000,63.67,POS
19706,"Erode, India",15-Nov-13,Platinum,Food,F,228837,2288,46-60,300000,50000,100,Online
19707,"Tarikere, India",04-Feb-14,Platinum,Bills,M,222914,2229,26-35,300000,50000,100,Online
19708,"Mahuva, India",02-Aug-14,Signature,Food,M,271647,2716,26-35,300000,50000,100,Online
19709,"Panchkula, India",20-Apr-14,Signature,Grocery,M,189693,1896,26-35,300000,50000,100,Online
19710,"Dhamtari, India",17-Jan-14,Signature,Bills,M,141854,1418,36-45,1200000,300000,47.28,POS
19711,"Siliguri, India",25-Apr-14,Platinum,Food,F,257212,2572,26-35,2000000,500000,51.44,Online
19712,"Soron, India",31-Dec-13,Silver,Entertainment,M,238823,2388,26-35,800000,200000,100,Online
19713,"Patna, India",20-Sep-14,Gold,Fuel,F,25673,256,26-35,300000,50000,51.35,POS
19714,"Manwath, India",23-Nov-14,Platinum,Grocery,F,52433,524,26-35,2000000,500000,10.49,POS
19715,"Patan, India",28-May-14,Gold,Entertainment,M,189648,1896,26-35,1200000,300000,63.22,Online
19716,"Adityapur, India",12-Nov-13,Signature,Food,F,296944,2969,46-60,800000,200000,100,Online
19717,"Sirkali, India",13-Mar-14,Gold,Grocery,M,14468,144,46-60,2000000,500000,2.89,POS
19718,"Usilampatti, India",27-Jun-14,Silver,Entertainment,F,11709,117,26-35,300000,50000,23.42,POS
19719,"Tanda, India",24-Dec-13,Platinum,Bills,F,140229,1402,46-60,300000,50000,100,POS
19720,"Vapi, India",25-Apr-15,Platinum,Bills,F,265533,2655,26-35,300000,50000,100,Online
19721,"Nanjikottai, India",03-Jan-14,Platinum,Grocery,F,84951,849,18-25,800000,200000,42.48,POS
19722,"Motihari, India",03-Mar-15,Platinum,Entertainment,F,272730,2727,36-45,2000000,500000,54.55,Online
19723,"Nawada, India",28-Apr-15,Gold,Food,M,19804,198,26-35,500000,100000,19.8,POS
19724,"Phulabani, India",26-Dec-13,Gold,Fuel,F,295842,2958,26-35,800000,200000,100,Online
19725,"Fatehpur Sikri, India",24-Dec-14,Silver,Entertainment,M,293840,2938,36-45,1200000,300000,97.95,Online
19726,"Limbdi, India",31-May-14,Signature,Bills,M,99431,994,60+,800000,200000,49.72,POS
19727,"Ashok Nagar, India",22-Jun-14,Gold,Bills,M,237251,2372,46-60,1200000,300000,79.08,Online
19728,"Sunabeda, India",09-Mar-15,Silver,Entertainment,M,226232,2262,36-45,2000000,500000,45.25,Online
19729,"Yavatmal, India",10-Feb-15,Silver,Fuel,M,196241,1962,36-45,800000,200000,98.12,Online
19730,"Raisen, India",30-Oct-14,Silver,Fuel,M,2244,22,26-35,1200000,300000,0.75,POS
19731,"Palia Kalan, India",11-Oct-14,Signature,Bills,F,133091,1330,26-35,2000000,500000,26.62,POS
19732,"Malappuram, India",14-Jul-14,Signature,Bills,M,32498,324,26-35,1200000,300000,10.83,POS
19733,"Kolar, India",05-Dec-14,Platinum,Food,F,89696,896,36-45,300000,50000,100,POS
19734,"Kozhikode, India",15-Jan-14,Signature,Bills,F,199232,1992,26-35,500000,100000,100,Online
19735,"Phalodi, India",01-Mar-15,Silver,Entertainment,F,31528,315,36-45,2000000,500000,6.31,POS
19736,"Sailu, India",16-Aug-14,Silver,Entertainment,M,106045,1060,36-45,500000,100000,100,POS
19737,"Suar, India",13-Apr-15,Signature,Food,M,214205,2142,46-60,800000,200000,100,Online
19738,"Dhubri, India",22-Jan-15,Platinum,Fuel,M,25843,258,26-35,2000000,500000,5.17,POS
19739,"Kapurthala, India",09-Dec-13,Gold,Entertainment,F,191272,1912,36-45,1200000,300000,63.76,Online
19740,"Shajapur, India",08-Apr-15,Platinum,Grocery,M,172158,1721,46-60,500000,100000,100,Online
19741,"Kandukur, India",01-Aug-14,Silver,Fuel,M,170170,1701,36-45,2000000,500000,34.03,Online
19742,"Sailu, India",08-Oct-13,Platinum,Fuel,F,273936,2739,60+,300000,50000,100,Online
19743,"Guntur, India",21-Dec-14,Platinum,Grocery,M,236140,2361,36-45,800000,200000,100,Online
19744,"Ludhiana, India",05-Oct-13,Silver,Food,M,288687,2886,26-35,800000,200000,100,Online
19745,"Brahmapur, India",03-Mar-14,Silver,Grocery,M,207295,2072,26-35,2000000,500000,41.46,Online
19746,"Pen, India",11-Nov-13,Silver,Grocery,M,109411,1094,36-45,1200000,300000,36.47,POS
19747,"Jharsuguda, India",21-Apr-14,Gold,Fuel,M,26412,264,36-45,500000,100000,26.41,POS
19748,"Sangaria, India",10-Mar-14,Signature,Food,F,40805,408,18-25,800000,200000,20.4,POS
19749,"Proddatur, India",04-Dec-14,Platinum,Bills,F,215046,2150,26-35,800000,200000,100,Online
19750,"Aurangabad, India",27-Mar-15,Gold,Fuel,M,104069,1040,46-60,300000,50000,100,POS
19751,"Naidupet, India",17-Apr-15,Gold,Food,M,70789,707,26-35,2000000,500000,14.16,POS
19752,"Tiptur, India",04-May-15,Silver,Fuel,M,151652,1516,36-45,1200000,300000,50.55,POS
19753,"Mandsaur, India",10-Nov-13,Signature,Fuel,F,176620,1766,46-60,500000,100000,100,Online
19754,"Vellakoil, India",17-Apr-14,Silver,Grocery,F,3967,39,60+,500000,100000,3.97,POS
19755,"Nadbai, India",08-Jan-14,Platinum,Fuel,M,131949,1319,36-45,300000,50000,100,POS
19756,"Robertson Pet, India",11-Jan-15,Signature,Entertainment,M,9238,92,18-25,2000000,500000,1.85,POS
19757,"Sunam, India",03-Aug-14,Platinum,Fuel,M,74665,746,26-35,800000,200000,37.33,POS
19758,"Rajakhera, India",06-Dec-13,Gold,Food,M,16395,163,46-60,300000,50000,32.79,POS
19759,"Osmanabad, India",19-Oct-13,Gold,Bills,M,239468,2394,46-60,500000,100000,100,Online
19760,"Rajagangapur, India",06-Jan-15,Silver,Food,F,162370,1623,26-35,1200000,300000,54.12,Online
19761,"Arakkonam, India",24-Dec-13,Gold,Bills,F,182959,1829,60+,800000,200000,91.48,Online
19762,"Raayachuru, India",09-Feb-15,Silver,Entertainment,F,259095,2590,18-25,300000,50000,100,Online
19763,"Dehradun, India",05-Mar-14,Signature,Fuel,M,145312,1453,26-35,300000,50000,100,POS
19764,"Tharad, India",08-Nov-14,Signature,Grocery,F,49490,494,46-60,500000,100000,49.49,POS
19765,"Bhadrachalam, India",17-Dec-14,Platinum,Entertainment,M,219511,2195,36-45,300000,50000,100,Online
19766,"Rajsamand, India",04-Oct-14,Silver,Bills,F,66654,666,26-35,500000,100000,66.65,POS
19767,"Ludhiana, India",26-Oct-13,Gold,Food,M,149950,1499,18-25,2000000,500000,29.99,POS
19768,"Kishanganj, India",29-Jul-14,Platinum,Entertainment,F,231166,2311,36-45,500000,100000,100,Online
19769,"Tiptur, India",12-Oct-14,Platinum,Fuel,M,270721,2707,36-45,800000,200000,100,Online
19770,"Sihor, India",09-Nov-14,Signature,Food,F,229693,2296,18-25,800000,200000,100,Online
19771,"Adilabad, India",20-Oct-13,Signature,Food,M,80193,801,26-35,500000,100000,80.19,POS
19772,"Bharuch, India",13-Oct-14,Silver,Grocery,F,198527,1985,26-35,300000,50000,100,Online
19773,"Sehore, India",04-Apr-15,Gold,Bills,M,249938,2499,26-35,300000,50000,100,Online
19774,"Wadhwan, India",05-Mar-14,Signature,Bills,M,194091,1940,18-25,1200000,300000,64.7,Online
19775,"Utraula, India",12-May-15,Gold,Entertainment,M,182143,1821,26-35,500000,100000,100,Online
19776,"Ranebennuru, India",31-Oct-13,Silver,Grocery,F,48178,481,26-35,2000000,500000,9.64,POS
19777,"Patti, India",21-Apr-15,Gold,Food,F,28811,288,18-25,800000,200000,14.41,POS
19778,"Mahasamund, India",16-May-15,Platinum,Fuel,M,241057,2410,26-35,800000,200000,100,Online
19779,"Ahmednagar, India",22-Oct-14,Gold,Entertainment,F,140295,1402,18-25,1200000,300000,46.76,POS
19780,"Akola, India",08-Apr-15,Platinum,Bills,M,286377,2863,18-25,300000,50000,100,Online
19781,"Sainthia, India",28-Jun-14,Silver,Fuel,F,275029,2750,26-35,2000000,500000,55.01,Online
19782,"Nokha, India",12-Mar-15,Signature,Entertainment,F,151930,1519,36-45,300000,50000,100,POS
19783,"Vadodara, India",08-Feb-14,Signature,Bills,M,280310,2803,36-45,800000,200000,100,Online
19784,"Darbhanga, India",15-Jan-15,Gold,Fuel,M,169093,1690,26-35,2000000,500000,33.82,Online
19785,"Valsad, India",30-Mar-15,Gold,Grocery,M,5771,57,26-35,300000,50000,11.54,POS
19786,"Karaikal, India",24-May-14,Signature,Food,M,63906,639,36-45,300000,50000,100,POS
19787,"Thangadh, India",12-Dec-14,Gold,Entertainment,F,281454,2814,36-45,300000,50000,100,Online
19788,"Fatehpur Sikri, India",20-Feb-15,Silver,Entertainment,M,291981,2919,26-35,2000000,500000,58.4,Online
19789,"Arambagh, India",19-May-14,Silver,Grocery,F,153655,1536,26-35,2000000,500000,30.73,Online
19790,"Sidhpur, India",14-Jan-15,Silver,Entertainment,M,139030,1390,26-35,1200000,300000,46.34,POS
19791,"Kaithal, India",08-Jul-14,Platinum,Food,M,141482,1414,18-25,300000,50000,100,POS
19792,"Umarga, India",23-Dec-14,Platinum,Fuel,F,186751,1867,46-60,2000000,500000,37.35,Online
19793,"Lakhimpur, India",03-Aug-14,Platinum,Fuel,M,194196,1941,60+,300000,50000,100,Online
19794,"Sujangarh, India",10-May-14,Signature,Entertainment,F,293458,2934,36-45,500000,100000,100,Online
19795,"Chikkamagaluru, India",18-Feb-15,Platinum,Grocery,F,37097,370,60+,800000,200000,18.55,POS
19796,"Mainaguri, India",19-Feb-14,Platinum,Fuel,M,30804,308,46-60,2000000,500000,6.16,POS
19797,"Bhadrachalam, India",09-Nov-14,Platinum,Food,F,233955,2339,26-35,2000000,500000,46.79,Online
19798,"Davanagere, India",19-Mar-14,Signature,Bills,F,161322,1613,36-45,300000,50000,100,Online
19799,"Taliparamba, India",22-Jun-14,Platinum,Fuel,M,103616,1036,46-60,500000,100000,100,POS
19800,"Nabadwip, India",30-Mar-14,Silver,Fuel,F,249529,2495,60+,500000,100000,100,Online
19801,"Rohtak, India",11-Dec-13,Signature,Fuel,F,191576,1915,36-45,300000,50000,100,Online
19802,"Kharagpur, India",23-Aug-14,Signature,Grocery,M,87144,871,60+,500000,100000,87.14,POS
19803,"Sahibganj, India",19-Jul-14,Silver,Grocery,M,152835,1528,26-35,800000,200000,76.42,POS
19804,"Pilani, India",27-Apr-14,Gold,Entertainment,M,11790,117,36-45,2000000,500000,2.36,POS
19805,"Raisen, India",07-Jun-14,Gold,Bills,F,265875,2658,26-35,300000,50000,100,Online
19806,"Srikalahasti, India",07-Apr-15,Platinum,Fuel,M,17803,178,60+,300000,50000,35.61,POS
19807,"Pratapgarh, India",17-Dec-13,Signature,Grocery,M,282812,2828,26-35,500000,100000,100,Online
19808,"Wani, India",24-Oct-14,Platinum,Bills,M,105924,1059,26-35,1200000,300000,35.31,POS
19809,"Markapur, India",24-Nov-13,Gold,Entertainment,M,33186,331,36-45,2000000,500000,6.64,POS
19810,"Keshod, India",24-Oct-13,Gold,Bills,F,55571,555,18-25,2000000,500000,11.11,POS
19811,"Uran Islampur, India",15-May-15,Platinum,Entertainment,M,181513,1815,26-35,300000,50000,100,Online
19812,"Pilani, India",09-Feb-15,Signature,Grocery,F,167109,1671,36-45,800000,200000,83.55,Online
19813,"Pondicherry, India",13-Nov-13,Gold,Food,F,172156,1721,36-45,1200000,300000,57.39,Online
19814,"Saharanpur, India",25-Jan-15,Gold,Fuel,M,148674,1486,46-60,1200000,300000,49.56,POS
19815,"Narsinghgarh, India",25-May-15,Signature,Grocery,F,254718,2547,26-35,1200000,300000,84.91,Online
19816,"Giridih, India",11-Jan-15,Platinum,Bills,M,204283,2042,26-35,1200000,300000,68.09,Online
19817,"Asansol, India",08-Dec-14,Gold,Fuel,M,292047,2920,46-60,1200000,300000,97.35,Online
19818,"Wanaparthy, India",17-Dec-13,Signature,Fuel,M,54813,548,26-35,500000,100000,54.81,POS
19819,"Nabarangapur, India",11-Aug-14,Platinum,Grocery,M,164846,1648,36-45,500000,100000,100,Online
19820,"Shrigonda, India",25-Jan-14,Silver,Entertainment,M,104873,1048,36-45,800000,200000,52.44,POS
19821,"Pithampur, India",23-Dec-14,Silver,Entertainment,F,21673,216,26-35,300000,50000,43.35,POS
19822,"Pathanamthitta, India",15-Dec-13,Gold,Food,F,24568,245,18-25,2000000,500000,4.91,POS
19823,"Tilhar, India",06-May-14,Gold,Bills,M,238763,2387,26-35,2000000,500000,47.75,Online
19824,"Sanand, India",25-May-14,Silver,Bills,F,137819,1378,26-35,500000,100000,100,POS
19825,"Yavatmal, India",13-Feb-14,Platinum,Fuel,M,128584,1285,26-35,300000,50000,100,POS
19826,"Amritsar, India",03-May-14,Signature,Fuel,M,239596,2395,60+,500000,100000,100,Online
19827,"Uchgaon, India",01-Mar-15,Silver,Bills,M,166956,1669,36-45,1200000,300000,55.65,Online
19828,"Rajkot, India",20-Jan-14,Gold,Grocery,M,19699,196,18-25,2000000,500000,3.94,POS
19829,"Thoubal, India",01-Jul-14,Platinum,Fuel,M,3616,36,36-45,800000,200000,1.81,POS
19830,"Koyilandy, India",24-Oct-13,Signature,Grocery,F,277060,2770,18-25,1200000,300000,92.35,Online
19831,"Perinthalmanna, India",19-Jan-14,Platinum,Bills,F,121827,1218,26-35,2000000,500000,24.37,POS
19832,"Kandukur, India",12-Feb-14,Gold,Fuel,F,270582,2705,36-45,1200000,300000,90.19,Online
19833,"Ramgarh, India",24-Dec-13,Gold,Fuel,F,108293,1082,18-25,800000,200000,54.15,POS
19834,"Padrauna, India",20-Nov-14,Silver,Bills,M,213026,2130,60+,800000,200000,100,Online
19835,"Muddebihal, India",16-Sep-14,Platinum,Bills,F,119215,1192,36-45,800000,200000,59.61,POS
19836,"Petlad, India",06-Mar-15,Gold,Fuel,M,195017,1950,36-45,500000,100000,100,Online
19837,"Aligarh, India",18-Sep-14,Platinum,Bills,M,249082,2490,26-35,2000000,500000,49.82,Online
19838,"Nuzvid, India",30-Jun-14,Platinum,Bills,F,179577,1795,46-60,800000,200000,89.79,Online
19839,"Nagpur, India",29-Mar-14,Platinum,Entertainment,M,34887,348,18-25,500000,100000,34.89,POS
19840,"Murshidabad, India",04-Jun-14,Platinum,Fuel,M,26311,263,36-45,1200000,300000,8.77,POS
19841,"Noida, India",29-Mar-15,Platinum,Entertainment,F,129478,1294,36-45,500000,100000,100,POS
19842,"Ramnagar, India",23-Apr-15,Gold,Food,F,34575,345,26-35,800000,200000,17.29,POS
19843,"Surat, India",27-Dec-14,Silver,Grocery,M,272110,2721,26-35,1200000,300000,90.7,Online
19844,"Naugachhia, India",18-Mar-14,Gold,Grocery,M,154216,1542,36-45,1200000,300000,51.41,Online
19845,"Rajakhera, India",26-Nov-13,Signature,Grocery,F,39010,390,36-45,800000,200000,19.5,POS
19846,"Akot, India",10-Jan-15,Silver,Fuel,F,292355,2923,60+,500000,100000,100,Online
19847,"Raisen, India",31-May-14,Signature,Fuel,F,258916,2589,36-45,300000,50000,100,Online
19848,"Sainthia, India",24-Dec-14,Silver,Fuel,M,222082,2220,60+,2000000,500000,44.42,Online
19849,"Motihari, India",14-Sep-14,Gold,Bills,M,20695,206,18-25,2000000,500000,4.14,POS
19850,"Pratapgarh, India",12-Feb-15,Silver,Food,F,86673,866,18-25,800000,200000,43.34,POS
19851,"Srikalahasti, India",19-Feb-14,Gold,Bills,M,220702,2207,18-25,2000000,500000,44.14,Online
19852,"Mandideep, India",29-Nov-13,Platinum,Grocery,M,89349,893,26-35,500000,100000,89.35,POS
19853,"Soro, India",28-Jan-14,Gold,Entertainment,F,298312,2983,46-60,800000,200000,100,Online
19854,"Chirkunda, India",27-Jun-14,Silver,Grocery,F,189449,1894,60+,2000000,500000,37.89,Online
19855,"Tarakeswar, India",10-Jun-14,Signature,Food,F,291571,2915,36-45,800000,200000,100,Online
19856,"Vasai-Virar, India",27-Mar-14,Gold,Food,F,196687,1966,36-45,1200000,300000,65.56,Online
19857,"Adilabad, India",20-Mar-15,Silver,Bills,F,122336,1223,18-25,1200000,300000,40.78,POS
19858,"Lunglei, India",20-Feb-15,Platinum,Food,F,145697,1456,60+,1200000,300000,48.57,POS
19859,"Kozhikode, India",03-Nov-14,Silver,Food,F,14266,142,36-45,300000,50000,28.53,POS
